City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,bridgewater,44.3835,-64.5155,12.82,88,39,3.09,CA,1727784863
365,rundu,-17.9333,19.7667,32.85,7,2,3.43,NA,1727784865
366,muang phon-hong,18.4928,102.4172,24.94,94,79,0.79,LA,1727784866
367,fortuna,40.5982,-124.1573,12.51,87,0,4.12,US,1727784868
368,lundazi,-12.2929,33.1782,35.77,13,1,6.36,ZM,1727784870
369,margaret river,-33.95,115.0667,14.48,74,5,5.42,AU,1727784872
370,kitzingen,49.7333,10.1667,16.49,62,33,7.59,DE,1727784874
371,wenchang,30.904,118.4887,16.5,88,100,1.15,CN,1727784876
372,novyy urgal,51.0736,132.5642,3.08,69,98,0.81,RU,1727784878
373,buchforst,50.9506,7.0055,16.19,74,40,5.66,DE,1727784880
374,st. john's,47.5649,-52.7093,12.1,96,100,8.75,CA,1727784744
375,linxia chengguanzhen,35.6003,103.2064,10.32,54,1,0.84,CN,1727784884
376,breves,-1.6822,-50.4803,30.32,59,64,1.94,BR,1727784885
377,ryotsu-minato,38.0833,138.4333,20.11,86,3,1.64,JP,1727784887
378,sycow,51.3081,17.7198,16.58,48,24,4.93,PL,1727784889
379,mejit,10.2753,170.8646,28.76,77,100,7.55,MH,1727784891
380,herrieden,49.2333,10.5167,16.38,67,20,6.17,DE,1727784893
381,enewetak,11.3474,162.3373,28.91,78,28,7.77,MH,1727784895
382,guixi,28.2886,117.2133,20.42,73,100,4.9,CN,1727784897
383,yanam,16.7333,82.2167,28.95,77,36,2.3,IN,1727784899
384,kerikeri,-35.2268,173.9474,14.95,86,100,1.34,NZ,1727784900
385,lagoa,39.05,-27.9833,23.09,86,91,10.83,PT,1727784902
386,fuglafjordur,62.244,-6.814,8.77,74,99,0.87,FO,1727784904
387,mitu,1.1983,-70.1733,24.69,79,99,0.4,CO,1727784906
388,east london,-33.0153,27.9116,17.52,59,0,10.29,ZA,1727784908
389,buala,-8.145,159.5921,26.98,83,40,2.8,SB,1727784910
390,rafsanjan,30.4067,55.9939,28.87,22,0,6.1,IR,1727784912
391,veinticinco de mayo,-35.4323,-60.1727,15.55,66,1,0.45,AR,1727784914
392,puntarenas,9.9763,-84.8384,24.23,88,100,1.05,CR,1727784916
393,puerto deseado,-47.7503,-65.8938,5.19,42,83,7.31,AR,1727784920
394,tadine,-21.55,167.8833,22.0,84,0,5.74,NC,1727784922
395,bratsk,56.1325,101.6142,8.27,90,100,7.4,RU,1727784923
396,anton lizardo,19.05,-95.9833,24.56,85,100,5.06,MX,1727784925
397,laminusa,5.5549,120.9136,29.05,74,83,1.73,PH,1727784927
398,aldan,58.6031,125.3894,1.41,98,100,3.94,RU,1727784929
399,garoowe,8.4054,48.4845,35.05,32,41,1.51,SO,1727784931
400,weiser,44.251,-116.9693,2.11,25,13,1.19,US,1727784933
401,kamaishi,39.2667,141.8833,20.64,84,94,0.95,JP,1727784935
402,idri,27.5,13.2667,30.74,28,0,1.87,LY,1727784937
403,sa kaeo,13.75,102.3333,25.45,91,99,0.7,TH,1727784938
404,tucuma,-0.1833,-50.05,29.72,63,50,3.21,BR,1727784940
405,mashhad,36.297,59.6062,27.08,29,20,4.12,IR,1727784944
406,fortaleza,-3.7227,-38.5247,28.93,80,40,9.26,BR,1727784851
407,acate,37.025,14.493,25.1,57,3,4.63,IT,1727784950
408,al ghayzah,16.2079,52.176,28.23,72,10,6.71,YE,1727784952
409,kabwe,-14.4469,28.4464,37.18,9,15,3.76,ZM,1727784954
410,sint michiel liber,12.15,-68.9833,30.94,74,20,3.6,CW,1727784956
411,sanctuary point,-35.1114,150.629,12.96,82,18,2.33,AU,1727784957
412,lorengau,-2.0226,147.2712,27.96,82,46,4.35,PG,1727784959
413,castillos,-34.1667,-53.8333,15.37,96,100,4.32,UY,1727784961
414,salta,-24.7859,-65.4117,26.43,32,2,4.02,AR,1727784963
415,okha,53.5739,142.9478,3.97,81,100,3.73,RU,1727784784
416,tuburan,6.6439,122.2736,27.01,80,93,1.71,PH,1727784967
417,nurota,40.5614,65.6886,24.73,20,21,2.31,UZ,1727784969
418,nova vicosa,-17.8919,-39.3719,24.35,77,77,4.41,BR,1727784971
419,al bardiyah,31.7561,25.0865,25.41,50,1,8.88,LY,1727784972
420,coahuayana de hidalgo,18.7,-103.6583,23.98,96,100,1.36,MX,1727784974
421,kayangel,8.0823,134.7173,27.96,76,100,0.94,PW,1727784976
422,hotan,37.0997,79.9269,18.41,27,70,1.95,CN,1727784978
423,amble,55.3333,-1.5833,13.08,82,100,8.23,GB,1727784980
424,lichtenburg,-26.152,26.1597,19.71,9,0,4.05,ZA,1727784982
425,peniche,39.3558,-9.3811,22.34,92,32,3.14,PT,1727784984
426,roxas,11.5853,122.7511,27.74,79,100,0.93,PH,1727784986
427,prainha,-1.8,-53.48,27.91,68,100,1.23,BR,1727784988
428,lluta,-16.0147,-72.0142,11.89,20,91,0.56,PE,1727784989
429,kirakira,-10.4544,161.9205,25.89,87,42,3.08,SB,1727784991
430,cidade velha,14.9167,-23.6167,29.26,79,75,5.66,CV,1727784993
431,kargasok,59.0556,80.8572,9.45,78,100,5.96,RU,1727784995
432,colonia,50.9333,6.95,16.09,73,40,5.66,DE,1727784802
433,tupiza,-21.45,-65.7167,14.42,7,64,0.28,BO,1727784999
434,huainan,32.6264,116.9969,17.02,42,36,4.99,CN,1727785001
435,i-n-salah,27.1935,2.4607,39.95,12,0,8.89,DZ,1727785003
436,buctzotz,21.2,-88.7833,24.03,98,95,0.62,MX,1727785005
437,solleftea,63.1667,17.2667,11.92,64,100,1.68,SE,1727785006
438,rizokarpaso,35.6,34.375,25.74,57,3,4.33,CY,1727785008
439,kindu,-2.95,25.95,36.92,31,33,0.52,CD,1727785010
440,coronel dorrego,-38.7187,-61.2873,9.1,76,100,1.42,AR,1727785012
441,fort st. john,56.2499,-120.8529,2.94,93,100,2.57,CA,1727784796
442,nefta,33.8731,7.8777,32.14,33,3,1.44,TN,1727785016
443,dorado,18.4588,-66.2677,29.95,92,40,2.06,PR,1727785018
444,lensk,60.7253,114.9278,4.09,97,100,5.22,RU,1727785022
445,mount pearl,47.5166,-52.7813,11.64,97,100,8.75,CA,1727785024
446,neka,36.6508,53.299,26.73,57,0,5.14,IR,1727785025
447,safotu,-13.4513,-172.4018,26.66,83,98,6.95,WS,1727785027
448,curaca,-8.9903,-39.9094,26.72,48,90,7.76,BR,1727785029
449,yenifakili,39.2114,35.0004,17.69,36,13,6.59,TR,1727785031
450,piracuruca,-3.9281,-41.7092,32.57,41,80,2.31,BR,1727785033
451,cadale,2.7603,46.3222,27.05,72,56,5.31,SO,1727785035
452,lata,40.1629,-8.3327,25.83,62,46,2.76,PT,1727785037
453,chernyshevskiy,63.0128,112.4714,4.16,97,100,4.79,RU,1727785039
454,ketchikan,55.3422,-131.6461,11.26,87,100,3.6,US,1727785040
455,cherdakly,54.3594,48.845,19.97,49,0,6.0,RU,1727785042
456,albu kamal,34.45,40.9186,33.27,22,0,4.42,SY,1727785044
457,afif,23.9065,42.9172,36.04,11,0,3.44,SA,1727785046
458,kruisfontein,-34.0033,24.7314,15.72,48,32,7.88,ZA,1727785048
459,concepcion de la sierra,-27.9831,-55.5203,30.0,28,50,6.64,AR,1727785050
460,mhangura,-16.8939,30.1683,35.9,11,29,3.8,ZW,1727785052
461,roma,43.2128,-75.4557,14.65,96,0,2.06,US,1727785056
462,kapa'a,22.0752,-159.319,23.39,82,7,3.84,US,1727785057
463,isla vista,34.4133,-119.861,14.94,94,100,2.06,US,1727785059
464,parral,26.9333,-105.6667,14.08,39,37,1.71,MX,1727784887
465,copala,16.65,-98.9833,23.79,89,100,1.8,MX,1727785063
466,kavaratti,10.5669,72.642,28.43,71,75,1.6,IN,1727785065
467,karatau,43.1667,70.4667,23.61,17,0,2.92,KZ,1727785067
468,bolu,40.6667,31.5833,8.85,95,100,2.07,TR,1727785069
469,taft,31.7471,54.2088,29.97,13,20,3.09,IR,1727785071
470,strezhevoy,60.7333,77.5889,7.96,58,21,6.46,RU,1727785073
471,bayanhongor,46.7167,100.1167,-1.29,62,14,2.88,MN,1727785074
472,broome,42.2506,-75.833,13.93,85,20,2.57,US,1727785076
473,san felipe,10.3399,-68.7425,24.71,81,34,0.67,VE,1727785078
474,vernon,50.2581,-119.2691,10.25,83,100,4.63,CA,1727784820
475,king city,36.2127,-121.126,21.65,33,0,0.91,US,1727785082
476,sharjah,25.3573,55.4033,35.99,46,0,6.17,AE,1727785084
477,port blair,11.6667,92.75,28.02,83,75,1.03,IN,1727785086
478,demyansk,57.643,32.466,12.68,55,100,4.18,RU,1727785088
479,flin flon,54.7682,-101.865,4.91,81,0,4.12,CA,1727785090
480,xilin hot,43.9667,116.0333,3.68,66,25,6.0,CN,1727785091
481,port augusta,-32.5,137.7667,13.28,85,4,3.36,AU,1727785095
482,labrador city,52.9463,-66.9114,7.88,76,0,4.92,CA,1727785097
483,macouria,4.9167,-52.3667,28.97,74,0,2.06,GF,1727785099
484,puerto la cruz,10.2167,-64.6167,26.95,78,36,1.28,VE,1727785101
485,mandali,33.7499,45.5541,38.35,17,0,14.58,IQ,1727785103
486,grand falls-windsor,48.9332,-55.6649,9.72,93,100,2.24,CA,1727785105
487,kitimat,54.0524,-128.6534,6.24,100,100,1.46,CA,1727785107
488,gadzhiyevo,69.2551,33.3362,8.13,74,100,11.96,RU,1727785109
489,sovetskiy,61.3614,63.5842,7.48,51,8,6.06,RU,1727785111
490,belyy yar,53.6039,91.3903,14.94,55,0,5.0,RU,1727785113
491,pleiku,13.9833,108.0,21.69,93,88,0.37,VN,1727785114
492,ha'il,27.5219,41.6907,34.01,15,0,3.09,SA,1727785116
493,mwingi,-0.9344,38.0601,31.05,31,94,4.09,KE,1727785118
494,mersing,2.4312,103.8405,27.95,78,20,2.06,MY,1727785120
495,north platte,41.1239,-100.7654,5.21,60,64,1.34,US,1727785122
496,rabaul,-4.1967,152.1721,27.46,79,87,5.39,PG,1727785124
497,letlhakane,-21.4167,25.5833,29.79,3,0,4.11,BW,1727785126
498,cheria,35.2731,7.7519,26.28,41,0,4.28,DZ,1727785128
499,boguchany,58.3814,97.4531,10.56,92,100,6.64,RU,1727785130
500,mezhdurechensk,53.6942,88.0603,9.81,86,100,1.55,RU,1727785132
501,sola,-13.8833,167.55,26.56,73,34,2.24,VU,1727785134
502,kyshtovka,56.555,76.6271,13.26,61,22,3.29,RU,1727785135
503,plastun,44.7561,136.2939,8.31,95,100,2.85,RU,1727785137
504,hovd,48.0056,91.6419,10.17,27,8,1.57,MN,1727785139
505,saldanha,-33.0117,17.9442,18.03,59,4,7.52,ZA,1727785141
506,puri,19.8,85.85,29.65,82,52,4.46,IN,1727785143
507,gorzow wielkopolski,52.7368,15.2288,9.91,81,93,1.79,PL,1727785145
508,solnechnogorsk,56.1833,36.9833,17.14,45,9,4.37,RU,1727785147
509,nishinoomote,30.7333,131.0,26.85,75,37,5.82,JP,1727785149
510,hosszupalyi,47.393,21.7328,14.0,51,0,2.57,HU,1727785151
511,quellon,-43.1167,-73.6167,4.91,84,77,3.04,CL,1727785153
512,marquette,46.5333,-87.6335,10.5,70,56,2.68,US,1727785155
513,necochea,-38.5473,-58.7368,8.99,71,100,2.89,AR,1727785157
514,chelm,51.1431,23.4716,7.85,82,100,2.11,PL,1727785159
515,chifeng,42.2683,118.9636,7.36,42,26,4.1,CN,1727785161
516,sittwe,20.15,92.9,28.3,85,100,4.29,MM,1727785163
517,tokmok,42.8417,75.3016,20.98,29,0,2.54,KG,1727785165
518,vadso,70.0744,29.7487,10.09,57,0,12.86,NO,1727785167
519,carupano,10.6678,-63.2585,27.04,85,63,1.6,VE,1727785169
520,barra de santo antonio,-9.4047,-35.5072,25.27,65,49,2.12,BR,1727785171
521,aswan,24.0934,32.907,37.51,15,0,5.71,EG,1727785173
522,kabala,9.5833,-11.55,27.46,75,70,0.8,SL,1727785175
523,ciudad lazaro cardenas,17.9583,-102.2,24.65,89,84,2.23,MX,1727785177
524,vikindu,-7.0067,39.2985,29.98,52,90,6.2,TZ,1727785179
525,zhangzhou,24.5133,117.6556,26.09,85,100,1.68,CN,1727785181
526,morehead city,34.7229,-76.726,23.34,91,65,1.34,US,1727785183
527,wamba,8.9333,8.6,30.16,62,72,1.98,NG,1727785185
528,yelizovo,53.1873,158.3805,11.08,100,75,3.0,RU,1727785187
529,lewistown,40.5992,-77.5714,15.67,97,100,2.06,US,1727785189
530,saipan,15.1355,145.701,29.39,84,20,4.63,MP,1727785191
531,hami,42.8,93.45,16.73,19,0,1.6,CN,1727785193
532,puerto rico,-26.796,-55.024,30.33,28,1,3.16,AR,1727785195
533,trzebiatow,54.0615,15.2648,13.83,39,100,7.32,PL,1727785197
534,freetown,8.484,-13.2299,27.84,74,85,2.22,SL,1727785199
535,dongola,19.1667,30.4833,40.77,10,4,5.1,SD,1727785201
536,carbonear,47.7332,-53.2148,12.3,97,99,8.72,CA,1727785203
537,muskogee,35.5834,-95.3336,17.97,94,0,4.12,US,1727785205
538,laguna,38.421,-121.4238,16.08,71,0,1.54,US,1727785207
539,wellington,-41.2866,174.7756,13.81,83,20,8.75,NZ,1727784481
540,ciudad insurgentes,25.2625,-111.7753,22.58,73,2,2.14,MX,1727785211
541,ma'an,26.9775,110.7211,16.63,78,100,1.3,CN,1727785213
542,bulgan,48.8125,103.5347,3.69,61,37,1.08,MN,1727785215
543,luanda,-8.8368,13.2343,25.54,69,43,6.08,AO,1727785217
544,ad dawadimi,24.5077,44.3924,37.64,9,0,4.94,SA,1727785219
545,thoen,17.6129,99.2161,24.41,99,100,0.59,TH,1727785221
546,mao,39.8885,4.2658,23.31,64,40,3.6,ES,1727785223
547,minas de matahambre,22.5887,-83.9447,24.22,96,69,1.9,CU,1727785225
548,vignola,44.483,11.0048,19.44,84,100,1.22,IT,1727785227
549,tamanrasset,22.785,5.5228,30.95,18,0,2.57,DZ,1727785229
550,tippi,7.2,35.45,21.2,93,75,0.88,ET,1727785231
551,laojunmiao,39.8333,97.7333,9.8,12,0,1.36,CN,1727785233
552,vrangel',42.7297,133.0839,10.41,78,97,5.64,RU,1727785235
553,ilhabela,-23.7781,-45.3581,28.57,44,2,1.64,BR,1727785237
554,korla,41.7597,86.1469,17.52,37,0,2.41,CN,1727785239
555,antsiranana,-12.2787,49.2917,30.42,42,20,5.14,MG,1727785241
556,luz,-19.8014,-45.6856,26.85,44,4,3.81,BR,1727785243
557,kentau,43.5206,68.5094,23.9,17,27,1.69,KZ,1727785245
558,freeport,40.6576,-73.5832,17.25,88,0,3.6,US,1727785247
559,dutsen wai,10.8501,8.199,32.14,45,14,1.33,NG,1727785249
560,shakhtersk,48.0625,38.5167,25.02,14,0,9.8,UA,1727785251
